species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,iucn_category,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld
Pomadasys stridens,Haemulidae,2142500,habitat_coastal,reef-associated,20,NA,1056.79335,0.778971593,4.033372459,Actinopteri,NA,0.0013065,0.0013065,4.17,8.13E-06,0.222006046,NA,0.00986129,36.16761308,NA
Pomatomus saltatrix,Pomatomidae,137852500,migratory,pelagic-oceanic,130,NA,125269.2375,0.524709109,4.53,Actinopteri,VU,28773,28773,537466.5429,2.052763381,119173.5,NA,493.9179815,34.93998388,NA
Pontinus kuhlii,Scorpaenidae,1472500,habitat_deep,bathydemersal,52,NA,1536.758348,0.281780151,4.06138988,Actinopteri,DD,0.040637322,0.040637322,4.290933142,0.017712,0.25,NA,0.058995851,38.58297073,NA
Priacanthus macracanthus,Priacanthidae,9322500,habitat_reef,reef-associated,30,NA,38524.31461,0.900748536,4.117424722,Actinopteri,LC,2.14E-04,2.14E-04,27.3197105,8.13E-06,0.021204,NA,0.011736504,36.05149533,NA
Prolatilus jugularis,Pinguipedidae,295000,habitat_benthic,demersal,40,pacific sandperch,735.5556771,0.636895363,3.734519971,Actinopteri,NA,8.13E-06,8.13E-06,0.77,6.45E-06,0.042353005,6.45E-06,0.004845063,42.77102464,NA
Promethichthys prometheus,Gempylidae,16325000,habitat_deep,benthopelagic,100,NA,204.2702824,0.2825668,4.182798704,Actinopteri,LC,0.77,0.77,91382,0.015758747,23.22898081,NA,2.787202416,34.75736811,NA
Psenopsis anomala,Centrolophidae,1332500,habitat_coastal,benthopelagic,30,NA,43667.43993,0.702069919,4.014694179,Actinopteri,LC,0.003297,0.003297,4.438338373,8.13E-06,0.275045451,NA,0.010544927,34.78138953,NA
Psettichthys melanostictus,Pleuronectidae,1187500,habitat_benthic,demersal,63,NA,363.812153,0.306059045,4.070729021,Actinopteri,NA,0.025016,0.025016,0.902079429,0.001530199,0.166702532,NA,0.045034299,55.79627562,NA
Psettodes erumei,Psettodidae,3950000,habitat_benthic,demersal,64,NA,81476.7449,0.855080405,4.39,Actinopteri,NA,0.021204,0.021204,77.88114116,0.0013065,0.311178405,NA,0.069052214,50.71966868,NA
Pseudocaranx dentex,Carangidae,4832500,habitat_coastal,reef-associated,122,white trevally,12157.54843,0.381904298,3.92,Actinopteri,LC,0.190553387,0.190553387,69.37218463,0.022602017,0.469069439,0.966912895,0.074908887,33.1704258,NA
Pseudocyttus maculatus,Oreosomatidae,2850000,habitat_deep,bathydemersal,68,NA,45282.65927,0.109883806,3.678485129,Actinopteri,DD,0.218337659,0.218337659,9.919689167,0.023031267,1.699264547,NA,0.072076338,52.60389583,NA
Pseudopercis semifasciata,Pinguipedidae,700000,habitat_benthic,demersal,100,NA,14767.71311,0.636895363,3.902624496,Actinopteri,NA,0.021204,0.021204,69.37218463,0.003348104,0.060991803,NA,0.060024868,43.32666524,NA
Pseudophycis bachus,Moridae,1075000,habitat_benthic,demersal,90,NA,135606.815,0.201482529,3.93,Actinopteri,NA,0.025016,0.025016,7.78,0.003348104,0.25703886,NA,0.055100111,52.41278178,NA
Pseudopleuronectes americanus,Pleuronectidae,760000,habitat_benthic,demersal,64,NA,48209.72421,0.307223496,3.62,Actinopteri,NA,0.040637322,0.040637322,8.5,0.0034,0.364,NA,0.055366497,68.74815838,87
Pseudopleuronectes herzensteini,Pleuronectidae,427500,habitat_benthic,demersal,50,NA,114429.6126,0.483128298,3.465,Actinopteri,NA,0.218337659,0.218337659,4.17,0.017712,0.419377278,NA,0.040714394,48.55148429,NA
Pseudotolithus elongatus,Sciaenidae,320000,habitat_coastal,demersal,47,NA,144262.6131,0.262800508,4.070729021,Actinopteri,LC,0.003297,0.003297,3.790022135,6.45E-06,0.046225266,NA,0.009104705,37.03339494,NA
Pseudotolithus senegalensis,Sciaenidae,542500,habitat_coastal,demersal,114,NA,34442.69003,0.4770747,3.818572233,Actinopteri,EN,0.025016,0.025016,7.849166287,0.017712,0.3026,NA,0.077941617,38.11051742,NA
Pseudotolithus senegallus,Sciaenidae,590000,habitat_coastal,demersal,230,NA,8299.897352,0.453895734,3.911963636,Actinopteri,VU,0.029410133,0.029410133,220.625,0.017712,7.78,NA,0.256957466,36.75948988,NA
Pseudupeneus prayensis,Mullidae,652500,habitat_benthic,demersal,55,NA,12069.8998,0.897245891,3.304919519,Actinopteri,VU,0.025016,0.025016,69.37218463,0.020686774,0.390708752,NA,0.063033538,48.89551421,NA
Pterogymnus laniarius,Sparidae,180000,habitat_reef,benthopelagic,45,NA,11543.00686,0.38424962,3.631789428,Actinopteri,LC,0.003297,0.003297,3.75,6.45E-06,0.222006046,NA,0.008550539,35.09294427,NA
Pteroscion peli,Sciaenidae,585000,habitat_benthic,benthopelagic,32,NA,7736.777156,0.624615121,3.603772007,Actinopteri,LC,0.003297,0.003297,0.445649557,8.13E-06,0.115398472,NA,0.007855858,43.18981042,NA
Rachycentron canadum,Rachycentridae,15987500,hms,reef-associated,200,NA,58777.77515,0.44388526,3.96,Actinopteri,LC,23.22898081,23.22898081,91382,0.02836049,24.63249455,NA,11.86993264,36.89733364,NA
Rastrelliger brachysoma,Scombridae,8362500,pelagic,pelagic-neritic,34.5,NA,924370.2657,1.171892667,2.819284225,Actinopteri,DD,0.060991803,0.060991803,69.37218463,0.0013065,0.32,NA,0.036221061,47.88792384,NA
Reinhardtius hippoglossoides,Pleuronectidae,4170000,habitat_benthic,benthopelagic,110,NA,307787.8215,0.171591636,4.38,Actinopteri,NA,0.029410133,0.029410133,7.78,0.0034,0.178442454,NA,0.055688413,50.55554078,NA
Rexea solandri,Gempylidae,1292500,migratory,benthopelagic,110,NA,17719.10638,0.234913051,4.304207527,Actinopteri,NA,0.040637322,0.040637322,77.88114116,0.004257833,0.083667054,NA,0.071125561,37.75799392,NA
Rhabdosargus globiceps,Sparidae,235000,habitat_reef,benthopelagic,65,NA,452.4967304,0.441178878,3.04,Actinopteri,VU,0.003297,0.003297,3.75,6.45E-06,0.029410133,NA,0.008768069,31.73320096,NA
Rhabdosargus haffara,Sparidae,992500,habitat_reef,reef-associated,35,NA,9449.676744,0.560764579,3.547737166,Actinopteri,LC,0.218337659,0.218337659,0.419377278,0.020686774,0.364,NA,0.028710007,27.11932258,NA
Rhomboplites aurorubens,Lutjanidae,3140000,habitat_reef,demersal,60,NA,22238.14569,0.392796509,4.36,Actinopteri,VU,0.048,0.048,4.438338373,0.017030769,0.419377278,NA,0.067459022,29.37631629,NA
Ruvettus pretiosus,Gempylidae,13672500,migratory,benthopelagic,300,NA,59440.96218,0.41595686,4.182798704,Actinopteri,LC,23.22898081,23.22898081,119173.5,0.524649642,24.63249455,NA,11.36110314,48.91868826,NA
Salilota australis,Moridae,1077500,deep,demersal,50,NA,96078.23777,0.246865935,4.41,Actinopteri,NA,0.04451615,0.04451615,4.438338373,0.014020895,0.364,NA,0.051273305,49.95764661,NA
Salmo salar,Salmonidae,3572500,migratory,benthopelagic,150,NA,9019.125512,0.729628165,4.5,Actinopteri,LC,0.524649642,0.524649642,220.625,0.021204,69.37218463,NA,0.264528139,37.07949088,NA
Salmo trutta,Salmonidae,1677500,migratory,pelagic-neritic,140,sea trout,4797.810026,0.745858627,3.36,Actinopteri,LC,39.83,39.83,220.625,0.025016,69.37218463,69.37218463,0.238610208,41.69909834,NA
Salvelinus alpinus,Salmonidae,5825000,migratory,benthopelagic,107,NA,1393.2,0.2,4.39,Actinopteri,NA,0.04451615,0.04451615,69.37218463,0.004257833,0.166702532,NA,0.066306786,36.00370294,NA
Sarda chiliensis,Scombridae,307500,pelagic,pelagic-neritic,102,NA,271116.5089,0.474168676,4.49,Actinopteri,NA,0.003297,0.003297,8.730366522,6.45E-06,0.034570928,NA,0.013017357,30.82321055,NA
Sarda orientalis,Scombridae,14075000,pelagic,pelagic-neritic,102,NA,4837.017878,0.340909222,4.21081616,Actinopteri,LC,0.524649642,0.524649642,91382,0.027348309,23.22898081,NA,1.837055411,36.93684428,NA
Sarda sarda,Scombridae,6197500,hms,pelagic-neritic,91.40000153,NA,139718.1571,0.703009387,4.5,Actinopteri,LC,0.04451615,0.04451615,220.625,0.014020895,0.631142013,NA,0.108880646,26.47337724,NA
Sardina pilchardus,Clupeidae,2405000,pelagic,pelagic-neritic,27.5,NA,909343.1019,0.527727922,3.06,Actinopteri,LC,0.04451615,0.04451615,69.37218463,8.13E-06,0.32,NA,0.008919653,41.56027562,40
Sardinella aurita,Clupeidae,5502500,habitat_coastal,pelagic-neritic,41,NA,207074.7025,0.674292593,3.4,Actinopteri,LC,0.3026,0.3026,69.37218463,0.054107361,0.419377278,NA,0.078208434,32.66930475,NA
Sardinella brasiliensis,Clupeidae,2745000,habitat_coastal,pelagic-neritic,27,NA,249674.3961,0.788212212,3.174171555,Actinopteri,DD,0.021204,0.021204,77.88114116,8.13E-06,0.32,NA,0.011574125,37.58276806,NA
Sardinella gibbosa,Clupeidae,11190000,habitat_coastal,pelagic-neritic,29.60000038,NA,582774.7402,1.234370494,2.940693048,Actinopteri,LC,0.0013065,0.0013065,77.88114116,8.13E-06,0.3026,NA,0.019314068,53.18530387,NA
Sardinella lemuru,Clupeidae,6505000,habitat_coastal,pelagic-neritic,23,NA,119056.7228,1.196835699,2.595144859,Actinopteri,NT,0.0013065,0.0013065,5.523838677,8.13E-06,0.218337659,NA,0.011194845,44.05211451,NA
Sardinella longiceps,Clupeidae,567500,migratory,pelagic-neritic,23,NA,1566716.714,1.069202758,2.529770957,Actinopteri,LC,0.020686774,0.020686774,69.37218463,8.13E-06,0.218337659,NA,0.010584254,49.1301344,NA
Sardinella maderensis,Clupeidae,1292500,migratory,pelagic,30,NA,752685.4111,0.810888202,3.267562958,Actinopteri,VU,0.021204,0.021204,69.37218463,8.13E-06,0.32,NA,0.010476624,44.64188082,NA
Sardinella zunasi,Clupeidae,567500,habitat_coastal,pelagic-neritic,18,NA,13365.10594,0.938471573,3.17,Actinopteri,LC,0.020686774,0.020686774,69.37218463,8.13E-06,0.26653693,NA,0.010679212,38.27575612,NA
Sardinops sagax,Clupeidae,7210000,migratory,pelagic-neritic,39.5,NA,6612312.475,0.348585234,2.84,Actinopteri,LC,0.218337659,0.218337659,9.919689167,0.04451615,0.419377278,NA,0.049270327,61.89361594,46.4875
Sargocentron spiniferum,Holocentridae,11040000,habitat_reef,reef-associated,51,NA,134.9547038,1.094233812,3.6,Actinopteri,LC,0.060991803,0.060991803,69.37218463,0.0013065,0.419377278,NA,0.146415457,39.87558044,39.8
Sarpa salpa,Sparidae,1802500,habitat_reef,benthopelagic,51,salema,8456.209715,0.511305673,2,Actinopteri,LC,0.025016,0.025016,4.17,0.020686774,0.222006046,0.020686774,0.064783373,35.81546902,31.6
Saurida tumbil,Synodontidae,11872500,habitat_benthic,reef-associated,60,NA,158872.8115,0.476043014,4.4,Actinopteri,LC,0.027348309,0.027348309,28773,0.0013065,4.17,NA,0.107299302,47.2425911,NA
Saurida undosquamis,Synodontidae,6290000,habitat_benthic,reef-associated,50,NA,839.292165,0.593538247,4.46,Actinopteri,LC,0.021204,0.021204,10.48565514,0.0013065,0.25,NA,0.051200258,43.15028629,NA
Scarus ghobban,Scaridae,12940000,habitat_reef,reef-associated,75,NA,350.9246299,0.572840955,2,Actinopteri,LC,0.32,0.32,91382,0.027348309,23.22898081,NA,1.630330627,35.02199364,29.7
Scarus persicus,Scaridae,662500,habitat_reef,benthopelagic,50,NA,725.8477905,0.619733236,2.003846154,Actinopteri,LC,0.060991803,0.060991803,69.37218463,0.020686774,0.364,NA,0.067039265,35.46347734,NA
Sciaenops ocellatus,Sciaenidae,987500,habitat_benthic,demersal,155,NA,55.28250163,0.347234648,3.771876532,Actinopteri,LC,0.027348309,0.027348309,69.37218463,0.0034,0.246935384,NA,0.130307414,40.69696041,22
Scolopsis taeniata,Nemipteridae,1430000,habitat_reef,reef-associated,36,NA,1097.347636,1.10849102,3.48,Actinopteri,NA,0.218337659,0.218337659,69.37218463,0.023031267,0.419377278,NA,0.056105655,35.6079622,NA
Scomber australasicus,Scombridae,6165000,hms,pelagic-neritic,44,NA,565948.6281,0.571448731,4.23,Actinopteri,LC,0.060991803,0.060991803,42.10249306,0.014020895,0.419377278,NA,0.065161359,33.18550415,NA
Scomber japonicus,Scombridae,6372500,hms,pelagic-neritic,64,NA,5259513.122,0.39773042,3.38,Actinopteri,LC,0.3026,0.3026,39.83,0.046225266,3.75,NA,0.074173441,28.76951553,19.06
Scomber scombrus,Scombridae,2945000,hms,pelagic-neritic,60,NA,3765502.187,0.271095154,3.63,Actinopteri,LC,0.218337659,0.218337659,39.83,0.029410133,4.17,NA,0.065523111,42.83560586,45.14666667
Scomberesox saurus,Scomberesocidae,23045000,pelagic,pelagic-oceanic,50,NA,15045.82704,0.634268623,3.91,Actinopteri,NA,0.77,0.77,91382,0.027348309,23.22898081,NA,3.18030781,27.85268875,NA
Scomberoides commersonnianus,Carangidae,10520000,habitat_reef,reef-associated,120,NA,22678.46262,0.911024365,4.350903229,Actinopteri,LC,0.021204,0.021204,220.625,0.0013065,0.3026,NA,0.106569105,34.95393043,NA
Scomberoides lysan,Carangidae,11030000,habitat_reef,reef-associated,110,NA,9.175311382,0.860570249,4.052050704,Actinopteri,LC,0.022602017,0.022602017,69.37218463,0.0013065,0.32,NA,0.155770346,37.3263375,NA
Scomberoides tol,Carangidae,11720000,habitat_reef,reef-associated,60,NA,279.9398237,0.911024365,4.11,Actinopteri,LC,0.020686774,0.020686774,69.37218463,0.001267812,0.094312574,NA,0.135075076,34.66097523,NA
Scomberomorus brasiliensis,Scombridae,1760000,habitat_coastal,reef-associated,125,NA,43179.64922,0.494621434,3.31,Actinopteri,LC,0.029410133,0.029410133,69.37218463,0.017712,0.390708752,NA,0.080491399,38.54422868,NA
Scomberomorus cavalla,Scombridae,2745000,hms,pelagic-neritic,184,NA,42236.3757,0.422976077,4.42,Actinopteri,LC,0.524649642,0.524649642,220.625,0.021204,24.63249455,NA,0.303850932,21.8074327,12
Scomberomorus commerson,Scombridae,11710000,hms,pelagic-neritic,240,NA,2482310.546,0.543282813,4.5,Actinopteri,NT,7.78,7.78,91382,0.024862159,39.83,NA,0.584558988,37.91439409,NA
Scomberomorus guttatus,Scombridae,6332500,hms,pelagic-neritic,76,NA,326872.9664,0.500310594,4.276190106,Actinopteri,DD,0.048,0.048,69.37218463,0.017712,0.631142013,NA,0.07942707,24.87154769,NA
Scomberomorus lineolatus,Scombridae,3632500,pelagic,pelagic-neritic,94,NA,1908.835101,0.297890582,4.481651192,Actinopteri,LC,0.048,0.048,69.37218463,0.023778395,0.25,NA,0.075916564,35.38826886,NA
Scomberomorus maculatus,Scombridae,832500,hms,pelagic-neritic,91,NA,23170.02414,0.552706116,4.53,Actinopteri,LC,0.021204,0.021204,69.37218463,0.002430819,0.3026,NA,0.094621737,20.65464422,9.903333333
Scomberomorus niphonius,Scombridae,1432500,hms,pelagic-neritic,113.1999969,NA,242238.4158,0.525702802,4.5,Actinopteri,DD,0.029410133,0.029410133,69.37218463,0.007726488,0.233633077,NA,0.090920171,30.21081694,NA
Scomberomorus regalis,Scombridae,2657500,pelagic,reef-associated,183,NA,2229.38955,0.602525476,4.51,Actinopteri,LC,0.75925,0.75925,359.0771463,0.022602017,69.37218463,NA,0.331513392,34.15609016,NA
Scomberomorus sierra,Scombridae,742500,pelagic,pelagic-neritic,99,NA,48802.96067,0.625514345,4.49,Actinopteri,LC,0.029410133,0.029410133,77.88114116,0.004257833,0.282842712,NA,0.096951679,30.99234756,NA
Scomberomorus tritor,Scombridae,567500,pelagic,pelagic-neritic,100,NA,12151.3325,1.01040211,4.42,Actinopteri,LC,0.029410133,0.029410133,220.625,0.003804817,1.687361105,NA,0.091072646,30.99430917,NA
Scophthalmus aquosus,Scophthalmidae,307500,habitat_benthic,demersal,45.70000076,NA,2809.547851,0.591988437,3.72,Actinopteri,NA,0.0013065,0.0013065,0.419377278,6.45E-06,0.060991803,NA,0.006934411,43.60554207,NA
Scophthalmus maximus,Scophthalmidae,1410000,habitat_benthic,demersal,100,NA,62251.19121,0.444655202,4.36,Actinopteri,NA,0.021204,0.021204,4.438338373,0.003297,0.046225266,NA,0.055173366,50.81020677,45.01
Scophthalmus rhombus,Scophthalmidae,2545000,habitat_benthic,demersal,75,NA,9133.32108,0.83735981,4.42,Actinopteri,NA,0.021204,0.021204,220.625,0.0013065,0.341291664,NA,0.065728451,47.29397291,NA
Scorpaenichthys marmoratus,Cottidae,410000,habitat_benthic,demersal,99,cabezon,642.5057606,0.3221761,3.659806742,Actinopteri,NA,0.003297,0.003297,0.203294273,0.003297,0.025016,0.003297,0.019239818,48.97187193,NA
Sebastes aleutianus,Sebastidae,1802500,habitat_benthic,bathydemersal,97,NA,64222.26283,0.038306076,3.52,Actinopteri,NA,0.025016,0.025016,10.48565514,0.0034,0.218337659,NA,0.056804711,68.85108185,NA
Sebastes alutus,Sebastidae,1702500,habitat_benthic,bathydemersal,53,NA,691016.9391,0.0482791,3.48,Actinopteri,NA,0.04451615,0.04451615,10.48565514,0.020686774,0.469069439,NA,0.047231162,69.60705351,NA
Sebastes carnatus,Sebastidae,112500,territorial,demersal,39,NA,2351.425635,0.085905332,3.659806849,Actinopteri,NA,0.0017922,0.0017922,9.16015174,6.45E-06,0.052106816,NA,0.0059454,47.74623829,NA
Sebastes chlorostictus,Sebastidae,172500,habitat_benthic,demersal,50,NA,1780.254259,0.085905332,3.764736842,Actinopteri,NA,0.003297,0.003297,0.445023441,6.45E-06,0.025016,NA,0.00651032,60.96682742,NA
Sebastes crameri,Sebastidae,1632500,habitat_benthic,bathydemersal,58,NA,29240.00378,0.05294117,3.764736842,Actinopteri,NA,0.04451615,0.04451615,8.5,0.0034,0.631142013,NA,0.052828499,73.25318145,90
Sebastes diploproa,Sebastidae,647500,habitat_benthic,bathydemersal,46,NA,29520.86836,0.085905332,3.764736842,Actinopteri,NA,0.060991803,0.060991803,8.5,0.0034,0.631142013,NA,0.052063242,65.85248449,NA
Sebastes elongatus,Sebastidae,492500,habitat_benthic,demersal,39,NA,17439.05776,0.092092131,3.764736842,Actinopteri,NA,0.04451615,0.04451615,8.5,0.0034,0.390708752,NA,0.036965837,61.71137006,NA
Sebastes entomelas,Sebastidae,927500,habitat_reef,pelagic-neritic,60,NA,127872.2023,0.085905332,3.7,Actinopteri,NA,0.04451615,0.04451615,8.5,0.020686774,0.25,NA,0.064519904,47.98479011,NA
Sebastes flavidus,Sebastidae,622500,habitat_reef,reef-associated,66,NA,159936.5521,0.058523207,4.15,Actinopteri,NA,0.145837,0.145837,21.50617122,0.02094379,3.75,NA,0.073310884,50.51229133,NA
Sebastes goodei,Sebastidae,185000,habitat_reef,demersal,56,NA,46512.24116,0.093050773,3.510380605,Actinopteri,NA,0.0034,0.0034,4.438338373,6.45E-06,0.08057358,NA,0.00906376,50.96985056,NA
Sebastes jordani,Sebastidae,340000,habitat_benthic,demersal,32,NA,39338.6479,0.096107777,3.267562958,Actinopteri,NA,8.13E-06,8.13E-06,0.419377278,6.45E-06,0.003297,NA,0.001726665,66.99776293,NA
Sebastes melanops,Sebastidae,1035000,habitat_reef,reef-associated,63,black rockfish,27787.10688,0.085048452,4.38,Actinopteri,NA,0.145837,0.145837,7.78,0.020686774,0.25,0.25,0.063584976,45.04911932,NA
Sebastes melanostomus,Sebastidae,207500,habitat_deep,bathydemersal,61,NA,7727.497921,0.057457149,3.764736842,Actinopteri,NA,0.003297,0.003297,4.033909035,6.45E-06,0.025016,NA,0.008726081,56.80472276,NA
Sebastes mystinus,Sebastidae,680000,habitat_reef,reef-associated,61,blue rockfish,5301.71384,0.103740039,2.71,Actinopteri,NA,0.027348309,0.027348309,8.5,0.025016,0.25,0.017957634,0.060406823,52.7057187,NA
Sebastes norvegicus,Sebastidae,9940000,habitat_benthic,pelagic-oceanic,100,NA,478637.3024,0.057488971,4.05205074,Actinopteri,NA,0.025016,0.025016,86.35258476,0.003297,0.25,NA,0.051442896,68.785105,NA
Sebastes paucispinis,Sebastidae,732500,habitat_reef,reef-associated,91,NA,15963.77887,0.106073465,3.557076306,Actinopteri,NA,0.025016,0.025016,25.91466964,0.017712,0.233633077,NA,0.065219031,45.75724411,NA
Sebastes pinniger,Sebastidae,487500,habitat_reef,demersal,76,NA,51977.33195,0.038909064,3.827911374,Actinopteri,NA,0.040637322,0.040637322,8.5,0.025016,1.687361105,NA,0.07037154,55.25874663,NA
Sebastes polyspinis,Sebastidae,1407500,habitat_benthic,demersal,41,NA,345574.1274,0.050194328,3.42,Actinopteri,NA,0.190553387,0.190553387,8.5,0.025016,0.419377278,NA,0.048790984,68.7127051,NA
Sebastes ruberrimus,Sebastidae,820000,habitat_reef,reef-associated,104,NA,2339.314792,0.035907951,4.43,Actinopteri,NA,0.029410133,0.029410133,359.0771463,0.003804817,0.25,NA,0.065277629,50.04275947,NA
Sebastes rufus,Sebastidae,112500,habitat_benthic,demersal,54,NA,14326.25857,0.085905332,3.764736842,Actinopteri,NA,0.003297,0.003297,0.760318212,6.45E-06,0.025016,NA,0.006547703,62.05449696,NA
Sebastes variabilis,Sebastidae,2635000,habitat_benthic,demersal,43.08000183,NA,66182.62796,0.083414729,3.764736842,Actinopteri,NA,0.222006046,0.222006046,39.83,0.021891852,0.77,NA,0.052071698,65.13874844,NA
Sebastolobus alascanus,Sebastidae,2282500,habitat_benthic,demersal,80,NA,63731.52319,0.053976428,3.62,Actinopteri,EN,0.060991803,0.060991803,9.919689167,0.0034,0.469069439,NA,0.057269363,70.60405749,NA
Sebastolobus altivelis,Sebastidae,1000000,habitat_deep,bathydemersal,39,NA,53498.10167,0.094545411,3.62,Actinopteri,NA,0.190553387,0.190553387,4.477796392,0.020686774,0.364,NA,0.047191211,52.83458309,NA
Selar crumenophthalmus,Carangidae,19110000,pelagic,reef-associated,70,NA,368036.904,1.355871747,3.81,Actinopteri,LC,8.5,8.5,138546.9177,0.027348309,69.37218463,NA,3.723812753,43.5652326,NA
Selaroides leptolepis,Carangidae,8477500,habitat_coastal,reef-associated,22,NA,374978.549,1.611950512,3.84,Actinopteri,LC,0.0013065,0.0013065,10.48565514,8.13E-06,0.222006046,NA,0.011879881,39.37285581,NA
Selene dorsalis,Carangidae,612500,habitat_coastal,demersal,40,NA,20264.77448,0.654916541,4.089407301,Actinopteri,LC,0.025016,0.025016,220.625,0.007726488,0.419377278,NA,0.059891855,30.66942255,NA
Selene peruviana,Carangidae,720000,habitat_coastal,benthopelagic,40,NA,121.8886416,0.882477633,4.26,Actinopteri,LC,0.021204,0.021204,69.37218463,0.0013065,0.20397299,NA,0.04948333,34.65631084,NA
Selene setapinnis,Carangidae,3615000,habitat_coastal,benthopelagic,60,NA,11454.45638,0.895328391,3.753198252,Actinopteri,LC,0.060991803,0.060991803,69.37218463,0.017712,0.341291664,NA,0.080796622,37.20284495,NA
Semicossyphus pulcher,Labridae,222500,habitat_reef,reef-associated,91,california sheephead,27.00400648,0.707450578,3.603772007,Actinopteri,VU,0.003297,0.003297,69.37218463,6.45E-06,0.034570928,0.111954514,0.009917458,31.74508875,47.46666667
Seriola dumerili,Carangidae,21225000,habitat_reef,reef-associated,190,NA,12812.99915,0.450960773,4.5,Actinopteri,LC,23.22898081,23.22898081,93840.98602,0.048,24.63249455,NA,12.14992657,32.69772801,NA
Seriola lalandi,Carangidae,18980000,habitat_reef,benthopelagic,250,NA,3829.661199,0.434484387,4.16,Actinopteri,LC,23.22898081,23.22898081,91382,0.027348309,24.63249455,NA,10.67064084,37.23152714,NA
Seriola rivoliana,Carangidae,19202500,pelagic,reef-associated,160,NA,58.95087627,0.505844898,4.45,Actinopteri,LC,23.22898081,23.22898081,119173.5,0.048,24.63249455,NA,11.02709621,30.88392876,NA
Seriolella brama,Centrolophidae,1212500,habitat_coastal,benthopelagic,76,NA,3432.750927,0.250259896,3.762537392,Actinopteri,NA,0.029410133,0.029410133,8.5,0.023778395,0.190553387,NA,0.065347866,37.86095662,NA
Seriolella caerulea,Centrolophidae,1385000,habitat_coastal,pelagic-neritic,65,NA,24687.53843,0.332338521,3.267562958,Actinopteri,LC,0.04451615,0.04451615,8.5,0.022748634,0.419377278,NA,0.074579154,43.31559191,NA
Seriolella porosa,Centrolophidae,62500,habitat_coastal,benthopelagic,44,NA,63803.72084,0.319065467,3.454345763,Actinopteri,NA,0.003297,0.003297,4.438338373,6.45E-06,0.220164213,NA,0.009134103,43.26346382,NA
Seriolella punctata,Centrolophidae,1765000,migratory,benthopelagic,66,NA,87626.04899,0.261217826,3.575754586,Actinopteri,NA,0.048,0.048,69.37218463,0.025016,0.75925,NA,0.076003864,38.56734453,NA
Seriolina nigrofasciata,Carangidae,11355000,habitat_reef,reef-associated,70,NA,7364.200794,0.934625792,4.173459563,Actinopteri,LC,0.021204,0.021204,220.625,0.0013065,0.469069439,NA,0.163748704,34.62731034,NA
Serranus cabrilla,Serranidae,3617500,habitat_benthic,demersal,40,comber,740.2557183,0.511028812,3.35,Actinopteri,LC,0.32,0.32,0.911706935,0.060991803,0.77,0.77,0.036144767,42.27796105,NA
Sillago sihama,Sillaginidae,9625000,habitat_coastal,reef-associated,31,NA,3527.909001,0.712832445,3.33,Actinopteri,LC,2.14E-04,2.14E-04,8.5,8.13E-06,0.311178405,NA,0.010269798,31.37380084,NA
Solea senegalensis,Soleidae,920000,habitat_benthic,demersal,60,senegalese sole,750.310577,0.140517811,3.314258659,Actinopteri,DD,0.025016,0.025016,8.5,0.0034,0.25,0.91296067,0.043714521,59.2791669,NA
Solea solea,Soleidae,1462500,habitat_benthic,demersal,70,NA,164180.231,0.314243351,3.21,Actinopteri,DD,0.040637322,0.040637322,8.5,0.017712,0.390708752,NA,0.057839673,62.95500255,45
Sparisoma cretense,Scaridae,1422500,habitat_coastal,reef-associated,50,parrotfish,2093.718353,0.485599221,2.950032189,Actinopteri,LC,0.32,0.32,0.902079429,0.034570928,0.419377278,0.040416266,0.065222568,32.06815213,NA
Sparus aurata,Sparidae,1810000,habitat_reef,demersal,70,gilthead seabream,52530.50873,0.379937307,3.7,Actinopteri,LC,0.190553387,0.190553387,4.17,0.022748634,0.419377278,0.167,0.07328612,44.77549028,52
Sphyraena barracuda,Sphyraenidae,16007500,habitat_coastal,reef-associated,200,great barracuda,48650.52905,0.282732218,4.49,Actinopteri,LC,23.22898081,23.22898081,119173.5,0.631142013,24.63249455,2.264751642,12.52618823,43.37028066,NA
Sphyraena jello,Sphyraenidae,12932500,habitat_coastal,reef-associated,150,NA,1405.594128,0.597620596,4.5,Actinopteri,NA,5.55,5.55,93840.98602,0.007726488,24.63249455,NA,5.054908741,32.21279993,NA
Sphyraena obtusata,Sphyraenidae,13422500,habitat_coastal,reef-associated,55,NA,272.2131651,0.681157357,4.5,Actinopteri,NA,0.145837,0.145837,93840.98602,0.0013065,23.22898081,NA,1.9504235,31.16676728,NA
Sphyraena sphyraena,Sphyraenidae,2112500,habitat_coastal,pelagic-neritic,165,NA,355.4622256,0.488918336,4.05205074,Actinopteri,LC,0.190553387,0.190553387,220.625,0.017712,7.78,NA,0.228391732,30.39808491,NA
Spondyliosoma cantharus,Sparidae,3510000,habitat_reef,benthopelagic,60,NA,62479.58166,0.395053221,3.34,Actinopteri,LC,0.3026,0.3026,4.17,0.190553387,0.77,NA,0.075033887,35.50824757,34.775
